specimen,relative_path,local_absolute_path,white_fraction,mean_intensity,row,col,within_specimen_selection_rank
Sample_043 - 2026-08-04 17.23.15,Sample_043 - 2026-08-04 17.23.15/Sample_043 - 2026-08-04 17.23.15_L0_R00039_C00007_X18088_Y75504.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_043 - 2026-08-04 17.23.15\Sample_043 - 2026-08-04 17.23.15_L0_R00039_C00007_X18088_Y75504.jpg,6.1e-05,224.786,39,7,6
Sample_043 - 2026-08-04 17.23.15,Sample_043 - 2026-08-04 17.23.15/Sample_043 - 2026-08-04 17.23.15_L0_R00055_C00046_X118864_Y106480.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_043 - 2026-08-04 17.23.15\Sample_043 - 2026-08-04 17.23.15_L0_R00055_C00046_X118864_Y106480.jpg,1.0,254.896,55,46,7
Sample_049 - 2026-08-04 17.38.49,Sample_049 - 2026-08-04 17.38.49/Sample_049 - 2026-08-04 17.38.49_L0_R00000_C00004_X10336_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_049 - 2026-08-04 17.38.49\Sample_049 - 2026-08-04 17.38.49_L0_R00000_C00004_X10336_Y0.jpg,0.0,235.209,0,4,0
Sample_049 - 2026-08-04 17.38.49,Sample_049 - 2026-08-04 17.38.49/Sample_049 - 2026-08-04 17.38.49_L0_R00006_C00032_X82688_Y11616.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_049 - 2026-08-04 17.38.49\Sample_049 - 2026-08-04 17.38.49_L0_R00006_C00032_X82688_Y11616.jpg,0.0,228.778,6,32,1
Sample_049 - 2026-08-04 17.38.49,Sample_049 - 2026-08-04 17.38.49/Sample_049 - 2026-08-04 17.38.49_L0_R00012_C00036_X93024_Y23232.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_049 - 2026-08-04 17.38.49\Sample_049 - 2026-08-04 17.38.49_L0_R00012_C00036_X93024_Y23232.jpg,0.0,233.867,12,36,2
Sample_049 - 2026-08-04 17.38.49,Sample_049 - 2026-08-04 17.38.49/Sample_049 - 2026-08-04 17.38.49_L0_R00019_C00017_X43928_Y36784.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_049 - 2026-08-04 17.38.49\Sample_049 - 2026-08-04 17.38.49_L0_R00019_C00017_X43928_Y36784.jpg,0.0,229.766,19,17,3
Sample_049 - 2026-08-04 17.38.49,Sample_049 - 2026-08-04 17.38.49/Sample_049 - 2026-08-04 17.38.49_L0_R00026_C00003_X7752_Y50336.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_049 - 2026-08-04 17.38.49\Sample_049 - 2026-08-04 17.38.49_L0_R00026_C00003_X7752_Y50336.jpg,0.0,234.762,26,3,4
Sample_049 - 2026-08-04 17.38.49,Sample_049 - 2026-08-04 17.38.49/Sample_049 - 2026-08-04 17.38.49_L0_R00032_C00013_X33592_Y61952.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_049 - 2026-08-04 17.38.49\Sample_049 - 2026-08-04 17.38.49_L0_R00032_C00013_X33592_Y61952.jpg,0.0,226.039,32,13,5
Sample_049 - 2026-08-04 17.38.49,Sample_049 - 2026-08-04 17.38.49/Sample_049 - 2026-08-04 17.38.49_L0_R00023_C00021_X54264_Y44528.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_049 - 2026-08-04 17.38.49\Sample_049 - 2026-08-04 17.38.49_L0_R00023_C00021_X54264_Y44528.jpg,4.1e-05,232.239,23,21,6
Sample_049 - 2026-08-04 17.38.49,Sample_049 - 2026-08-04 17.38.49/Sample_049 - 2026-08-04 17.38.49_L0_R00036_C00047_X121448_Y69696.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_049 - 2026-08-04 17.38.49\Sample_049 - 2026-08-04 17.38.49_L0_R00036_C00047_X121448_Y69696.jpg,0.505981,245.0,36,47,7
Sample_051 - 2026-08-04 17.41.32,Sample_051 - 2026-08-04 17.41.32/Sample_051 - 2026-08-04 17.41.32_L0_R00000_C00000_X0_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_051 - 2026-08-04 17.41.32\Sample_051 - 2026-08-04 17.41.32_L0_R00000_C00000_X0_Y0.jpg,0.0,235.354,0,0,0
Sample_051 - 2026-08-04 17.41.32,Sample_051 - 2026-08-04 17.41.32/Sample_051 - 2026-08-04 17.41.32_L0_R00006_C00016_X41344_Y11616.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_051 - 2026-08-04 17.41.32\Sample_051 - 2026-08-04 17.41.32_L0_R00006_C00016_X41344_Y11616.jpg,0.0,224.568,6,16,1
Sample_051 - 2026-08-04 17.41.32,Sample_051 - 2026-08-04 17.41.32/Sample_051 - 2026-08-04 17.41.32_L0_R00011_C00032_X82688_Y21296.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_051 - 2026-08-04 17.41.32\Sample_051 - 2026-08-04 17.41.32_L0_R00011_C00032_X82688_Y21296.jpg,0.0,194.052,11,32,2
Sample_051 - 2026-08-04 17.41.32,Sample_051 - 2026-08-04 17.41.32/Sample_051 - 2026-08-04 17.41.32_L0_R00017_C00004_X10336_Y32912.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_051 - 2026-08-04 17.41.32\Sample_051 - 2026-08-04 17.41.32_L0_R00017_C00004_X10336_Y32912.jpg,0.0,204.222,17,4,3
Sample_051 - 2026-08-04 17.41.32,Sample_051 - 2026-08-04 17.41.32/Sample_051 - 2026-08-04 17.41.32_L0_R00022_C00014_X36176_Y42592.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_051 - 2026-08-04 17.41.32\Sample_051 - 2026-08-04 17.41.32_L0_R00022_C00014_X36176_Y42592.jpg,0.0,201.145,22,14,4
Sample_051 - 2026-08-04 17.41.32,Sample_051 - 2026-08-04 17.41.32/Sample_051 - 2026-08-04 17.41.32_L0_R00027_C00032_X82688_Y52272.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_051 - 2026-08-04 17.41.32\Sample_051 - 2026-08-04 17.41.32_L0_R00027_C00032_X82688_Y52272.jpg,0.0,235.006,27,32,5
Sample_051 - 2026-08-04 17.41.32,Sample_051 - 2026-08-04 17.41.32/Sample_051 - 2026-08-04 17.41.32_L0_R00004_C00023_X59432_Y7744.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_051 - 2026-08-04 17.41.32\Sample_051 - 2026-08-04 17.41.32_L0_R00004_C00023_X59432_Y7744.jpg,4.1e-05,225.888,4,23,6
Sample_051 - 2026-08-04 17.41.32,Sample_051 - 2026-08-04 17.41.32/Sample_051 - 2026-08-04 17.41.32_L0_R00032_C00040_X103360_Y61952.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_051 - 2026-08-04 17.41.32\Sample_051 - 2026-08-04 17.41.32_L0_R00032_C00040_X103360_Y61952.jpg,0.983724,254.673,32,40,7
Sample_053 - 2026-08-04 17.44.06,Sample_053 - 2026-08-04 17.44.06/Sample_053 - 2026-08-04 17.44.06_L0_R00000_C00001_X2584_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_053 - 2026-08-04 17.44.06\Sample_053 - 2026-08-04 17.44.06_L0_R00000_C00001_X2584_Y0.jpg,0.0,235.157,0,1,0
Sample_053 - 2026-08-04 17.44.06,Sample_053 - 2026-08-04 17.44.06/Sample_053 - 2026-08-04 17.44.06_L0_R00005_C00001_X2584_Y9680.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_053 - 2026-08-04 17.44.06\Sample_053 - 2026-08-04 17.44.06_L0_R00005_C00001_X2584_Y9680.jpg,0.0,234.986,5,1,1
Sample_053 - 2026-08-04 17.44.06,Sample_053 - 2026-08-04 17.44.06/Sample_053 - 2026-08-04 17.44.06_L0_R00009_C00033_X85272_Y17424.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_053 - 2026-08-04 17.44.06\Sample_053 - 2026-08-04 17.44.06_L0_R00009_C00033_X85272_Y17424.jpg,0.0,228.607,9,33,2
Sample_053 - 2026-08-04 17.44.06,Sample_053 - 2026-08-04 17.44.06/Sample_053 - 2026-08-04 17.44.06_L0_R00014_C00026_X67184_Y27104.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_053 - 2026-08-04 17.44.06\Sample_053 - 2026-08-04 17.44.06_L0_R00014_C00026_X67184_Y27104.jpg,0.0,221.99,14,26,3
Sample_053 - 2026-08-04 17.44.06,Sample_053 - 2026-08-04 17.44.06/Sample_053 - 2026-08-04 17.44.06_L0_R00019_C00020_X51680_Y36784.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_053 - 2026-08-04 17.44.06\Sample_053 - 2026-08-04 17.44.06_L0_R00019_C00020_X51680_Y36784.jpg,0.0,228.896,19,20,4
Sample_053 - 2026-08-04 17.44.06,Sample_053 - 2026-08-04 17.44.06/Sample_053 - 2026-08-04 17.44.06_L0_R00024_C00019_X49096_Y46464.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_053 - 2026-08-04 17.44.06\Sample_053 - 2026-08-04 17.44.06_L0_R00024_C00019_X49096_Y46464.jpg,0.0,224.281,24,19,5
Sample_053 - 2026-08-04 17.44.06,Sample_053 - 2026-08-04 17.44.06/Sample_053 - 2026-08-04 17.44.06_L0_R00023_C00034_X87856_Y44528.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_053 - 2026-08-04 17.44.06\Sample_053 - 2026-08-04 17.44.06_L0_R00023_C00034_X87856_Y44528.jpg,2e-05,234.69,23,34,6
Sample_053 - 2026-08-04 17.44.06,Sample_053 - 2026-08-04 17.44.06/Sample_053 - 2026-08-04 17.44.06_L0_R00029_C00040_X103360_Y56144.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_053 - 2026-08-04 17.44.06\Sample_053 - 2026-08-04 17.44.06_L0_R00029_C00040_X103360_Y56144.jpg,0.90625,253.133,29,40,7
Sample_054 - 2026-08-04 17.45.17,Sample_054 - 2026-08-04 17.45.17/Sample_054 - 2026-08-04 17.45.17_L0_R00000_C00000_X0_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_054 - 2026-08-04 17.45.17\Sample_054 - 2026-08-04 17.45.17_L0_R00000_C00000_X0_Y0.jpg,0.0,235.085,0,0,0
Sample_054 - 2026-08-04 17.45.17,Sample_054 - 2026-08-04 17.45.17/Sample_054 - 2026-08-04 17.45.17_L0_R00008_C00003_X7752_Y15488.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_054 - 2026-08-04 17.45.17\Sample_054 - 2026-08-04 17.45.17_L0_R00008_C00003_X7752_Y15488.jpg,0.0,233.031,8,3,1
Sample_054 - 2026-08-04 17.45.17,Sample_054 - 2026-08-04 17.45.17/Sample_054 - 2026-08-04 17.45.17_L0_R00015_C00003_X7752_Y29040.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_054 - 2026-08-04 17.45.17\Sample_054 - 2026-08-04 17.45.17_L0_R00015_C00003_X7752_Y29040.jpg,0.0,227.274,15,3,2
Sample_054 - 2026-08-04 17.45.17,Sample_054 - 2026-08-04 17.45.17/Sample_054 - 2026-08-04 17.45.17_L0_R00022_C00001_X2584_Y42592.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_054 - 2026-08-04 17.45.17\Sample_054 - 2026-08-04 17.45.17_L0_R00022_C00001_X2584_Y42592.jpg,0.0,229.283,22,1,3
Sample_054 - 2026-08-04 17.45.17,Sample_054 - 2026-08-04 17.45.17/Sample_054 - 2026-08-04 17.45.17_L0_R00028_C00027_X69768_Y54208.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_054 - 2026-08-04 17.45.17\Sample_054 - 2026-08-04 17.45.17_L0_R00028_C00027_X69768_Y54208.jpg,0.0,228.376,28,27,4
Sample_054 - 2026-08-04 17.45.17,Sample_054 - 2026-08-04 17.45.17/Sample_054 - 2026-08-04 17.45.17_L0_R00035_C00024_X62016_Y67760.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_054 - 2026-08-04 17.45.17\Sample_054 - 2026-08-04 17.45.17_L0_R00035_C00024_X62016_Y67760.jpg,0.0,210.485,35,24,5
Sample_054 - 2026-08-04 17.45.17,Sample_054 - 2026-08-04 17.45.17/Sample_054 - 2026-08-04 17.45.17_L0_R00009_C00035_X90440_Y17424.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_054 - 2026-08-04 17.45.17\Sample_054 - 2026-08-04 17.45.17_L0_R00009_C00035_X90440_Y17424.jpg,4.1e-05,234.022,9,35,6
Sample_054 - 2026-08-04 17.45.17,Sample_054 - 2026-08-04 17.45.17/Sample_054 - 2026-08-04 17.45.17_L0_R00041_C00040_X103360_Y79376.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_054 - 2026-08-04 17.45.17\Sample_054 - 2026-08-04 17.45.17_L0_R00041_C00040_X103360_Y79376.jpg,0.91862,253.364,41,40,7
Sample_057 - 2026-08-04 17.50.38,Sample_057 - 2026-08-04 17.50.38/Sample_057 - 2026-08-04 17.50.38_L0_R00000_C00006_X15504_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_057 - 2026-08-04 17.50.38\Sample_057 - 2026-08-04 17.50.38_L0_R00000_C00006_X15504_Y0.jpg,0.0,235.224,0,6,0
Sample_057 - 2026-08-04 17.50.38,Sample_057 - 2026-08-04 17.50.38/Sample_057 - 2026-08-04 17.50.38_L0_R00011_C00017_X43928_Y21296.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_057 - 2026-08-04 17.50.38\Sample_057 - 2026-08-04 17.50.38_L0_R00011_C00017_X43928_Y21296.jpg,0.0,219.563,11,17,1
Sample_057 - 2026-08-04 17.50.38,Sample_057 - 2026-08-04 17.50.38/Sample_057 - 2026-08-04 17.50.38_L0_R00018_C00028_X72352_Y34848.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_057 - 2026-08-04 17.50.38\Sample_057 - 2026-08-04 17.50.38_L0_R00018_C00028_X72352_Y34848.jpg,0.0,212.538,18,28,2
Sample_057 - 2026-08-04 17.50.38,Sample_057 - 2026-08-04 17.50.38/Sample_057 - 2026-08-04 17.50.38_L0_R00025_C00028_X72352_Y48400.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_057 - 2026-08-04 17.50.38\Sample_057 - 2026-08-04 17.50.38_L0_R00025_C00028_X72352_Y48400.jpg,0.0,225.808,25,28,3
Sample_057 - 2026-08-04 17.50.38,Sample_057 - 2026-08-04 17.50.38/Sample_057 - 2026-08-04 17.50.38_L0_R00033_C00001_X2584_Y63888.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_057 - 2026-08-04 17.50.38\Sample_057 - 2026-08-04 17.50.38_L0_R00033_C00001_X2584_Y63888.jpg,0.0,235.166,33,1,4
Sample_057 - 2026-08-04 17.50.38,Sample_057 - 2026-08-04 17.50.38/Sample_057 - 2026-08-04 17.50.38_L0_R00003_C00039_X100776_Y5808.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_057 - 2026-08-04 17.50.38\Sample_057 - 2026-08-04 17.50.38_L0_R00003_C00039_X100776_Y5808.jpg,6.1e-05,234.74,3,39,5
Sample_057 - 2026-08-04 17.50.38,Sample_057 - 2026-08-04 17.50.38/Sample_057 - 2026-08-04 17.50.38_L0_R00037_C00004_X10336_Y71632.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_057 - 2026-08-04 17.50.38\Sample_057 - 2026-08-04 17.50.38_L0_R00037_C00004_X10336_Y71632.jpg,0.000285,235.062,37,4,6
Sample_057 - 2026-08-04 17.50.38,Sample_057 - 2026-08-04 17.50.38/Sample_057 - 2026-08-04 17.50.38_L0_R00039_C00041_X105944_Y75504.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_057 - 2026-08-04 17.50.38\Sample_057 - 2026-08-04 17.50.38_L0_R00039_C00041_X105944_Y75504.jpg,0.834961,251.671,39,41,7
Sample_058 - 2026-08-04 17.52.24,Sample_058 - 2026-08-04 17.52.24/Sample_058 - 2026-08-04 17.52.24_L0_R00000_C00011_X28424_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_058 - 2026-08-04 17.52.24\Sample_058 - 2026-08-04 17.52.24_L0_R00000_C00011_X28424_Y0.jpg,0.0,235.168,0,11,0
Sample_058 - 2026-08-04 17.52.24,Sample_058 - 2026-08-04 17.52.24/Sample_058 - 2026-08-04 17.52.24_L0_R00012_C00020_X51680_Y23232.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_058 - 2026-08-04 17.52.24\Sample_058 - 2026-08-04 17.52.24_L0_R00012_C00020_X51680_Y23232.jpg,0.0,227.937,12,20,1
Sample_058 - 2026-08-04 17.52.24,Sample_058 - 2026-08-04 17.52.24/Sample_058 - 2026-08-04 17.52.24_L0_R00020_C00032_X82688_Y38720.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_058 - 2026-08-04 17.52.24\Sample_058 - 2026-08-04 17.52.24_L0_R00020_C00032_X82688_Y38720.jpg,0.0,234.015,20,32,2
Sample_058 - 2026-08-04 17.52.24,Sample_058 - 2026-08-04 17.52.24/Sample_058 - 2026-08-04 17.52.24_L0_R00029_C00022_X56848_Y56144.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_058 - 2026-08-04 17.52.24\Sample_058 - 2026-08-04 17.52.24_L0_R00029_C00022_X56848_Y56144.jpg,0.0,227.949,29,22,3
Sample_058 - 2026-08-04 17.52.24,Sample_058 - 2026-08-04 17.52.24/Sample_058 - 2026-08-04 17.52.24_L0_R00006_C00014_X36176_Y11616.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_058 - 2026-08-04 17.52.24\Sample_058 - 2026-08-04 17.52.24_L0_R00006_C00014_X36176_Y11616.jpg,2e-05,229.909,6,14,4
Sample_058 - 2026-08-04 17.52.24,Sample_058 - 2026-08-04 17.52.24/Sample_058 - 2026-08-04 17.52.24_L0_R00020_C00031_X80104_Y38720.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_058 - 2026-08-04 17.52.24\Sample_058 - 2026-08-04 17.52.24_L0_R00020_C00031_X80104_Y38720.jpg,0.000122,231.376,20,31,5
Sample_058 - 2026-08-04 17.52.24,Sample_058 - 2026-08-04 17.52.24/Sample_058 - 2026-08-04 17.52.24_L0_R00001_C00008_X20672_Y1936.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_058 - 2026-08-04 17.52.24\Sample_058 - 2026-08-04 17.52.24_L0_R00001_C00008_X20672_Y1936.jpg,0.000387,234.997,1,8,6
Sample_058 - 2026-08-04 17.52.24,Sample_058 - 2026-08-04 17.52.24/Sample_058 - 2026-08-04 17.52.24_L0_R00039_C00038_X98192_Y75504.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_058 - 2026-08-04 17.52.24\Sample_058 - 2026-08-04 17.52.24_L0_R00039_C00038_X98192_Y75504.jpg,0.827555,251.547,39,38,7
Sample_059 - 2026-08-04 17.54.03,Sample_059 - 2026-08-04 17.54.03/Sample_059 - 2026-08-04 17.54.03_L0_R00000_C00031_X80104_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_059 - 2026-08-04 17.54.03\Sample_059 - 2026-08-04 17.54.03_L0_R00000_C00031_X80104_Y0.jpg,0.0,234.453,0,31,0
Sample_059 - 2026-08-04 17.54.03,Sample_059 - 2026-08-04 17.54.03/Sample_059 - 2026-08-04 17.54.03_L0_R00014_C00023_X59432_Y27104.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_059 - 2026-08-04 17.54.03\Sample_059 - 2026-08-04 17.54.03_L0_R00014_C00023_X59432_Y27104.jpg,0.0,230.669,14,23,1
Sample_059 - 2026-08-04 17.54.03,Sample_059 - 2026-08-04 17.54.03/Sample_059 - 2026-08-04 17.54.03_L0_R00024_C00024_X62016_Y46464.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_059 - 2026-08-04 17.54.03\Sample_059 - 2026-08-04 17.54.03_L0_R00024_C00024_X62016_Y46464.jpg,0.0,233.712,24,24,2
Sample_059 - 2026-08-04 17.54.03,Sample_059 - 2026-08-04 17.54.03/Sample_059 - 2026-08-04 17.54.03_L0_R00034_C00011_X28424_Y65824.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_059 - 2026-08-04 17.54.03\Sample_059 - 2026-08-04 17.54.03_L0_R00034_C00011_X28424_Y65824.jpg,0.0,231.792,34,11,3
Sample_059 - 2026-08-04 17.54.03,Sample_059 - 2026-08-04 17.54.03/Sample_059 - 2026-08-04 17.54.03_L0_R00008_C00009_X23256_Y15488.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_059 - 2026-08-04 17.54.03\Sample_059 - 2026-08-04 17.54.03_L0_R00008_C00009_X23256_Y15488.jpg,4.1e-05,232.091,8,9,4
Sample_059 - 2026-08-04 17.54.03,Sample_059 - 2026-08-04 17.54.03/Sample_059 - 2026-08-04 17.54.03_L0_R00003_C00012_X31008_Y5808.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_059 - 2026-08-04 17.54.03\Sample_059 - 2026-08-04 17.54.03_L0_R00003_C00012_X31008_Y5808.jpg,0.000163,232.629,3,12,5
Sample_059 - 2026-08-04 17.54.03,Sample_059 - 2026-08-04 17.54.03/Sample_059 - 2026-08-04 17.54.03_L0_R00000_C00029_X74936_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_059 - 2026-08-04 17.54.03\Sample_059 - 2026-08-04 17.54.03_L0_R00000_C00029_X74936_Y0.jpg,0.000488,235.034,0,29,6
Sample_059 - 2026-08-04 17.54.03,Sample_059 - 2026-08-04 17.54.03/Sample_059 - 2026-08-04 17.54.03_L0_R00042_C00047_X121448_Y81312.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_059 - 2026-08-04 17.54.03\Sample_059 - 2026-08-04 17.54.03_L0_R00042_C00047_X121448_Y81312.jpg,0.532003,245.65,42,47,7
Sample_060 - 2026-08-04 17.55.59,Sample_060 - 2026-08-04 17.55.59/Sample_060 - 2026-08-04 17.55.59_L0_R00000_C00004_X10336_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_060 - 2026-08-04 17.55.59\Sample_060 - 2026-08-04 17.55.59_L0_R00000_C00004_X10336_Y0.jpg,0.0,234.859,0,4,0
Sample_060 - 2026-08-04 17.55.59,Sample_060 - 2026-08-04 17.55.59/Sample_060 - 2026-08-04 17.55.59_L0_R00010_C00019_X49096_Y19360.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_060 - 2026-08-04 17.55.59\Sample_060 - 2026-08-04 17.55.59_L0_R00010_C00019_X49096_Y19360.jpg,0.0,229.678,10,19,1
Sample_060 - 2026-08-04 17.55.59,Sample_060 - 2026-08-04 17.55.59/Sample_060 - 2026-08-04 17.55.59_L0_R00018_C00047_X121448_Y34848.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_060 - 2026-08-04 17.55.59\Sample_060 - 2026-08-04 17.55.59_L0_R00018_C00047_X121448_Y34848.jpg,0.0,219.081,18,47,2
Sample_060 - 2026-08-04 17.55.59,Sample_060 - 2026-08-04 17.55.59/Sample_060 - 2026-08-04 17.55.59_L0_R00027_C00006_X15504_Y52272.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_060 - 2026-08-04 17.55.59\Sample_060 - 2026-08-04 17.55.59_L0_R00027_C00006_X15504_Y52272.jpg,0.0,233.503,27,6,3
Sample_060 - 2026-08-04 17.55.59,Sample_060 - 2026-08-04 17.55.59/Sample_060 - 2026-08-04 17.55.59_L0_R00037_C00055_X142120_Y71632.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_060 - 2026-08-04 17.55.59\Sample_060 - 2026-08-04 17.55.59_L0_R00037_C00055_X142120_Y71632.jpg,0.0,163.082,37,55,4
Sample_060 - 2026-08-04 17.55.59,Sample_060 - 2026-08-04 17.55.59/Sample_060 - 2026-08-04 17.55.59_L0_R00002_C00014_X36176_Y3872.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_060 - 2026-08-04 17.55.59\Sample_060 - 2026-08-04 17.55.59_L0_R00002_C00014_X36176_Y3872.jpg,0.000102,224.611,2,14,5
Sample_060 - 2026-08-04 17.55.59,Sample_060 - 2026-08-04 17.55.59/Sample_060 - 2026-08-04 17.55.59_L0_R00043_C00018_X46512_Y83248.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_060 - 2026-08-04 17.55.59\Sample_060 - 2026-08-04 17.55.59_L0_R00043_C00018_X46512_Y83248.jpg,0.000427,234.909,43,18,6
Sample_060 - 2026-08-04 17.55.59,Sample_060 - 2026-08-04 17.55.59/Sample_060 - 2026-08-04 17.55.59_L0_R00045_C00060_X155040_Y87120.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_060 - 2026-08-04 17.55.59\Sample_060 - 2026-08-04 17.55.59_L0_R00045_C00060_X155040_Y87120.jpg,0.792094,250.659,45,60,7
Sample_062 - 2026-08-04 18.00.21,Sample_062 - 2026-08-04 18.00.21/Sample_062 - 2026-08-04 18.00.21_L0_R00000_C00003_X7752_Y0.jpg,E:\PHD\PhdData\Patologi afd. - Aalborg\40x Input tiles for CVAT\Sample_062 - 2026-08-04 18.00.21\Sample_062 - 2026-08-04 18.00.21_L0_R00000_C00003_X7752_Y0.jpg,0.0,235.969,0,3,0
